date,6176_Turnover,6176_Volume,6176_close,6176_eps,6176_high,6176_low,6176_open,6176_ups_and_downs,6176_ups_percent
8002,305117.0,2533.0,119.5,8.0689,,119.0,122.5,-2.0,-1.65
6878,142949.0,2543.0,56.3,7.6,56.5,55.6,56.5,0.3,0.54
6816,143838.0,2767.0,51.9,6.59,52.3,51.8,52.1,0.1,0.19
7636,208768.0,2527.0,82.1,9.43,84.4,81.8,84.0,-2.4,-2.84
7993,271226.0,2246.0,121.0,8.1702,122.0,120.0,120.0,1.0,0.83
6896,139758.0,2441.0,57.0,7.69,57.8,56.7,57.5,-0.5,-0.87
7956,,2762.0,120.5,8.1364,122.0,119.0,119.0,2.0,1.69
8044,170265.0,1616.0,105.0,7.0898,106.0,105.0,105.5,-0.5,-0.47
7897,652995.0,5419.0,118.5,8.6496,124.5,118.5,124.5,-4.5,-3.66
7841,1059635.0,8506.0,122.0,8.9051,127.5,122.0,124.0,0.0,0.0
6854,712707.0,12649.0,56.9,7.68,57.4,55.3,55.9,-0.6,-1.04
7846,314277.0,2538.0,123.0,8.9781,125.5,123.0,124.5,-1.0,-0.81
7407,68479.0,1121.0,61.0,11.44,61.5,60.9,61.2,-0.5,-0.81
7327,1072327.0,12768.0,82.5,11.44,85.2,82.5,83.7,0.3,0.36
7207,1205390.0,17784.0,66.8,9.26,69.9,66.1,69.8,-5.2,-7.22
7463,284735.0,4822.0,59.5,11.16,59.5,58.6,59.2,-0.3,-0.5
7680,679743.0,7080.0,96.1,11.03,97.4,94.1,94.5,2.1,2.23
7939,329699.0,2728.0,120.5,8.1364,122.0,120.0,121.5,-0.5,-0.41
7137,483167.0,6412.0,75.0,9.55,76.5,75.0,76.5,-1.9,-2.47
7510,151578.0,2294.0,66.6,9.79,66.7,65.5,66.2,0.3,0.45
7004,129741.0,2034.0,63.6,9.34,64.5,63.4,64.4,-0.5,-0.78
7242,364877.0,5538.0,66.8,9.26,66.9,64.7,64.8,2.3,3.57
7838,785701.0,6483.0,123.0,9.0508,123.0,119.0,120.5,4.5,3.8
7648,232579.0,2710.0,85.4,9.8,87.3,85.2,86.6,-1.5,-1.73
7489,278871.0,4097.0,68.2,10.03,68.4,67.6,67.9,0.3,0.44
7809,209423.0,2014.0,103.5,7.6159,105.0,103.0,104.0,0.0,0.0
7298,663160.0,8924.0,75.0,10.4,75.0,72.7,72.7,2.4,3.31
7629,145368.0,1775.0,81.8,9.39,83.0,81.3,82.0,0.8,0.99
7361,117244.0,1616.0,72.8,11.08,72.8,72.2,72.4,0.9,1.25
7155,384888.0,5008.0,76.5,9.75,78.0,76.1,77.8,-0.6,-0.78
7683,509804.0,5310.0,94.8,10.884,98.1,94.3,97.0,-1.3,-1.35
6921,114385.0,2050.0,55.9,7.54,56.3,55.5,55.7,0.1,0.18
7442,76610.0,1258.0,60.8,11.41,61.1,60.6,61.1,-0.4,-0.65
7840,404620.0,3326.0,122.0,8.9772,124.0,120.0,122.0,-1.0,-0.81
7229,212745.0,3317.0,64.5,8.95,64.6,63.7,64.0,0.6,0.94
7819,95656.0,954.0,99.8,7.3436,101.5,99.8,101.0,-0.7,-0.7
7161,773191.0,10312.0,75.1,9.57,76.4,73.8,76.4,-1.8,-2.34
7139,402985.0,5286.0,76.0,9.68,77.0,75.6,76.6,-0.1,-0.13
7617,457975.0,5499.0,82.5,9.47,85.4,82.0,85.0,-3.4,-3.96
7529,340645.0,4927.0,69.2,10.18,69.7,68.3,68.6,1.2,1.76
6850,482573.0,8851.0,54.4,7.34,55.1,54.1,54.9,0.3,0.55
7075,382440.0,5583.0,67.9,9.14,69.1,67.9,68.3,0.1,0.15
7732,662945.0,6419.0,104.0,9.603,105.5,100.5,101.0,3.0,2.97
6881,236005.0,4039.0,58.1,7.84,59.0,58.0,59.0,-0.3,-0.51
7236,139991.0,2171.0,64.3,8.92,64.9,64.2,64.6,-0.3,-0.46
