date,2385_Turnover,2385_Volume,2385_close,2385_eps,2385_high,2385_low,2385_open,2385_ups_and_downs,2385_ups_percent
7091,51450.0,676.0,75.9,14.11,76.8,75.9,76.5,-1.1,-1.43
7679,55924.0,840.0,66.6,11.46,67.2,66.4,66.4,-0.1,-0.15
7788,98628.0,1315.0,74.9,11.0635,75.4,73.8,74.6,0.0,0.0
7230,105906.0,1380.0,76.8,12.67,77.2,76.0,76.0,0.8,1.05
6889,138338.0,1867.0,74.9,14.43,74.9,73.0,74.1,0.0,0.0
6965,135152.0,1851.0,73.2,14.1,73.3,72.3,72.5,0.9,1.24
7558,110344.0,1996.0,55.2,9.65,56.3,54.7,55.3,0.3,0.55
6878,33297.0,455.0,73.2,14.1,73.6,72.7,72.7,0.3,0.41
7860,480967.0,5373.0,89.6,12.0592,91.0,88.4,90.5,-0.4,-0.44
7260,29069.0,386.0,75.2,12.41,75.9,75.0,75.8,-0.5,-0.66
7379,43367.0,579.0,74.8,12.66,75.2,74.5,74.8,-0.7,-0.93
7655,73904.0,1082.0,68.3,11.76,69.0,67.9,68.1,0.6,0.89
7456,56334.0,842.0,67.1,11.41,67.3,66.5,67.1,0.0,0.0
6950,51566.0,,73.8,14.22,74.1,73.6,74.1,0.3,0.41
8082,184095.0,2675.0,68.2,8.1481,70.5,67.8,69.5,-3.8,
7630,36764.0,586.0,62.5,10.76,63.4,62.2,63.0,0.1,0.16
7925,417674.0,4495.0,93.1,12.5303,94.0,91.5,93.6,-0.5,-0.53
7459,19389.0,287.0,67.8,11.53,68.0,67.1,68.0,0.7,1.04
7361,41865.0,559.0,74.6,12.62,75.4,74.6,75.2,,-0.67
7523,104839.0,1651.0,63.3,11.07,65.0,63.0,65.0,-1.7,-2.62
7295,42044.0,546.0,77.1,12.72,77.2,76.4,76.9,0.1,
7151,18111.0,243.0,74.5,13.75,74.7,74.2,74.6,-0.2,
7421,57598.0,802.0,71.9,12.23,72.2,70.9,71.2,1.1,1.55
7393,28916.0,399.0,72.3,12.23,72.9,72.3,72.5,-0.5,-0.69
7970,148082.0,1685.0,87.7,11.0593,88.8,87.4,88.7,-0.8,-0.9
6901,25915.0,352.0,73.7,14.2,73.8,73.0,73.5,0.5,0.68
7743,176514.0,2302.0,76.1,14.5507,77.5,75.7,76.6,-0.2,-0.26
7480,37162.0,548.0,68.1,11.58,68.1,67.2,67.7,0.3,0.44
7018,20658.0,264.0,78.0,14.86,79.2,77.7,79.2,-0.9,-1.14
7750,119055.0,1586.0,76.2,14.5698,76.2,74.3,75.3,0.9,1.2
7923,182616.0,1960.0,93.0,12.5168,93.9,92.5,93.1,0.2,0.22
7613,73250.0,1218.0,60.1,10.34,61.0,59.5,60.8,-0.7,-1.15
7866,173645.0,2006.0,86.2,11.6016,87.6,86.0,87.2,-1.0,-1.15
7090,48932.0,638.0,77.0,14.31,77.1,75.8,76.5,0.6,0.79
7428,129335.0,1752.0,73.7,12.53,74.3,73.6,73.8,0.2,0.27
7641,82972.0,1293.0,64.7,11.14,64.7,63.3,64.0,1.6,2.54
7776,69455.0,968.0,71.6,10.5761,72.4,71.0,71.0,-0.1,-0.14
7784,104341.0,1404.0,74.3,10.9749,75.0,73.3,74.0,0.3,0.41
7873,319802.0,3637.0,88.2,11.8708,88.2,87.2,88.0,2.0,2.32
7937,207930.0,2172.0,95.9,12.9071,96.5,95.3,96.1,-1.2,-1.24
7414,48221.0,679.0,71.4,12.14,71.4,70.4,70.7,0.8,1.13
7617,43488.0,705.0,61.7,10.62,62.3,61.3,62.2,-1.1,-1.75
7910,88854.0,970.0,91.4,12.3015,92.5,90.4,90.4,-0.9,-0.98
7608,133812.0,2165.0,61.0,10.5,63.5,61.0,61.6,-0.6,-0.97
7658,47890.0,700.0,68.5,11.79,68.6,68.1,68.5,0.0,0.0
7047,72472.0,901.0,80.5,14.96,81.2,80.1,80.1,-0.2,-0.25
7726,81647.0,1147.0,71.1,13.5946,71.5,70.9,71.3,0.0,0.0
7011,26274.0,335.0,79.2,15.09,79.3,77.5,77.8,0.9,1.15
7165,31653.0,422.0,75.2,13.87,75.2,74.5,74.8,0.0,0.0
7525,63276.0,1021.0,62.1,10.86,62.7,61.5,61.6,0.5,0.81
7027,32951.0,413.0,79.6,15.16,80.5,79.5,80.5,-0.7,-0.87
7518,117251.0,1800.0,65.3,11.42,65.6,64.2,64.6,1.3,2.03
7249,27338.0,361.0,75.5,12.46,76.2,75.5,75.5,0.0,0.0
7746,91070.0,1190.0,76.1,14.5507,77.0,76.1,76.5,0.0,0.0
7550,81465.0,1405.0,57.6,10.07,58.8,57.6,58.0,-0.7,-1.2
7386,57104.0,787.0,72.4,12.25,73.3,72.2,73.2,-0.6,-0.82
