date,2327_Turnover,2327_Volume,2327_close,2327_eps,2327_high,2327_low,2327_open,2327_ups_and_downs,2327_ups_percent
7847,1472813.0,5521.0,266.0,3.5069,269.0,263.5,264.5,0.0,0.0
7872,2904352.0,13714.0,209.0,3.8985,215.5,208.5,213.0,-49.0,-18.99
8030,5143270.0,13377.0,386.5,15.9447,389.5,377.5,382.5,12.5,3.34
8002,12940431.0,28118.0,468.0,19.3069,475.0,447.5,454.5,32.0,7.34
7937,2924695.0,9125.0,320.5,5.9784,322.5,318.0,320.0,2.5,0.79
7537,,16106.0,506.0,9.02,529.0,501.0,503.0,-8.0,-1.56
7305,,3957.0,385.0,26.12,393.0,382.5,385.0,-15.0,-3.75
7417,4513437.0,4355.0,1065.0,36.31,1065.0,999.0,999.0,96.0,9.91
7931,3733867.0,11720.0,317.0,5.9131,321.5,316.5,318.0,4.5,1.44
7123,,,,,,,,,
7097,175434.0,1729.0,101.0,12.83,102.5,100.5,102.5,-2.0,-1.94
7915,8951156.0,31311.0,298.5,5.568,298.5,277.5,281.0,22.5,8.15
7785,2052334.0,7986.0,261.0,3.4410000000000003,261.0,250.5,251.0,10.0,3.98
7277,1296136.0,3246.0,400.0,27.14,404.0,393.5,404.0,-4.0,-0.99
7245,1032440.0,3619.0,287.0,19.47,292.5,276.0,284.0,3.0,1.06
7613,7764719.0,23339.0,323.5,4.21,345.0,322.0,344.5,-33.0,-9.26
7071,286039.0,2857.0,100.0,12.71,101.0,99.2,99.5,0.8,0.81
7643,7713758.0,24982.0,303.5,3.95,319.0,298.0,298.0,9.5,3.23
7916,6481286.0,21790.0,301.5,5.624,305.0,292.0,295.5,3.0,1.01
7862,1079307.0,4082.0,263.5,4.9151,266.0,263.0,264.5,-1.0,-0.38
7221,356066.0,1401.0,251.5,17.06,260.0,250.5,259.5,-3.5,-1.37
6823,27415.0,436.0,62.4,8.67,64.0,62.3,63.6,-1.8,-2.8
7092,134156.0,1330.0,100.5,12.77,102.0,100.0,101.0,-1.0,-0.99
7211,239672.0,964.0,249.0,29.16,252.0,246.5,250.0,-1.0,-0.4
7525,7901628.0,14845.0,508.0,9.06,548.0,507.0,541.0,-20.0,-3.79
7414,3021093.0,3149.0,969.0,33.04,980.0,925.0,950.0,56.0,6.13
6885,,553.0,58.2,8.93,58.2,57.7,57.8,0.6,1.04
6916,224714.0,3438.0,66.2,10.15,66.2,63.8,64.2,2.3,3.6
7939,4672100.0,15086.0,316.0,5.8944,316.0,303.0,312.0,2.0,0.64
7756,1450455.0,4798.0,303.5,3.8037,304.5,300.0,304.0,-1.0,-0.33
7120,365688.0,3026.0,120.5,15.31,121.5,120.0,120.5,0.5,0.42
7354,3055638.0,6322.0,475.0,32.23,496.5,468.0,494.0,-9.0,-1.86
8006,8941001.0,21193.0,414.0,17.0792,435.0,414.0,416.0,-46.0,-10.0
8070,6733176.0,17099.0,383.5,23.6,403.5,378.0,396.0,-11.0,-2.79
7293,1961763.0,4919.0,397.0,26.93,405.0,391.5,399.0,2.0,0.51
7795,1395538.0,5584.0,251.0,3.3092,251.5,247.5,250.0,6.0,2.45
7421,7829317.0,8051.0,982.0,33.48,998.0,934.0,961.0,31.0,3.26
7861,1199318.0,4545.0,264.5,4.9338,265.5,262.0,263.0,-4.0,-1.49
7517,7736341.0,12422.0,611.0,10.89,641.0,608.0,629.0,-19.0,-3.02
7067,300554.0,2887.0,103.0,13.09,106.5,102.5,106.0,-3.0,-2.83
6871,16091.0,270.0,59.5,9.13,59.8,59.1,59.3,0.2,0.34
7727,3697537.0,11219.0,330.0,4.1359,333.5,320.0,321.0,10.0,3.13
7355,3505222.0,7044.0,503.0,34.12,508.0,484.0,489.0,28.0,5.89
7713,2173318.0,6495.0,334.5,4.3543,337.5,332.0,334.5,1.0,0.3
7868,1549546.0,6066.0,253.0,4.7193,260.0,253.0,259.0,-4.5,-1.75
7502,9643472.0,14516.0,673.0,12.0,676.0,648.0,662.0,11.0,1.66
7204,796159.0,3272.0,239.0,27.99,251.5,236.0,250.0,-9.0,-3.63
7132,,,,,,,,,
7813,1186456.0,4474.0,264.0,3.4806,269.5,263.0,268.0,-3.5,-1.31
7998,6939704.0,16249.0,436.0,17.9868,437.0,417.0,419.0,25.0,6.08
7370,3102465.0,5625.0,544.0,27.85,567.0,541.0,558.0,-1.0,-0.18
7041,221602.0,2273.0,98.3,12.49,99.4,95.6,99.1,-0.2,-0.2
7910,2545590.0,9563.0,265.5,4.9524,269.5,264.0,265.0,-3.5,-1.3
7172,600875.0,2930.0,200.0,23.42,,198.0,218.0,-19.0,-8.68
7950,,,,,,,,,
7578,,22221.0,340.0,6.06,345.5,332.5,340.0,-5.5,-1.59
6922,63210.0,984.0,64.3,9.86,64.5,63.6,63.8,0.7,1.1
7124,,,,,,,,,
6994,86796.0,1038.0,82.7,10.91,84.0,82.7,83.6,-0.9,-1.08
7812,1330469.0,4954.0,267.5,3.5267,270.5,264.5,264.5,1.5,0.56
7516,14541363.0,23475.0,630.0,11.23,642.0,592.0,625.0,1.0,0.16
8063,9282195.0,22917.0,400.5,24.6462,419.0,398.5,419.0,-16.5,-3.96
6875,24764.0,422.0,58.7,9.0,59.6,58.0,59.6,-0.7,-1.18
7497,15306425.0,23788.0,663.0,11.82,665.0,615.0,616.0,53.0,8.69
7218,535492.0,2101.0,255.0,17.3,258.0,250.0,251.5,3.0,1.19
7790,3549897.0,13503.0,256.0,3.3751,271.0,254.0,268.0,-7.5,-2.85
7889,717381.0,3088.0,231.0,4.3089,234.0,231.0,233.0,1.0,0.43
7720,1712915.0,5290.0,324.0,4.2177,326.5,321.0,325.0,1.0,0.31
7391,6480741.0,9954.0,655.0,33.54,673.0,634.0,636.0,28.0,4.47
7467,14853242.0,16121.0,904.0,30.82,965.0,896.0,962.0,-58.0,-6.03
7873,1826136.0,8805.0,203.0,3.7866,213.0,203.0,212.0,-6.0,-2.87
7196,325132.0,1436.0,229.5,26.87,229.5,219.5,221.0,10.0,4.56
7642,2038302.0,6908.0,294.0,3.83,298.0,293.5,298.0,-2.5,-0.84
7453,18245462.0,14666.0,1165.0,39.72,1310.0,1160.0,1285.0,-65.0,-5.28
7130,,,,,,,,,
7001,99269.0,1195.0,83.2,10.98,84.1,82.1,84.1,-0.6,-0.72
7322,3072350.0,9532.0,327.0,22.18,332.0,315.0,322.0,1.0,0.31
