date,2449_Turnover,2449_Volume,2449_close,2449_eps,2449_high,2449_low,2449_open,2449_ups_and_downs,2449_ups_percent
7517,52014.0,2426.0,21.35,14.43,21.55,21.35,21.55,-0.05,-0.23
7886,369844.0,10600.0,34.7,20.6548,35.45,34.55,35.3,-0.25,-0.72
7383,160225.0,,30.5,16.67,30.7,29.95,30.7,-0.05,-0.16
7210,160531.0,4994.0,31.75,13.93,32.55,31.65,32.3,-0.35,-1.09
7900,1530518.0,42305.0,36.6,21.7857,36.9,35.3,35.7,1.6,4.57
7130,111385.0,3820.0,29.0,12.72,29.6,28.9,29.6,-0.45,-1.53
7664,107287.0,4600.0,23.3,15.85,23.45,23.2,23.25,0.0,0.0
7286,53073.0,1688.0,31.5,15.44,31.6,31.3,31.5,0.0,
8072,511581.0,17169.0,30.4,15.1244,32.35,28.4,28.5,-0.7,-2.25
7113,188044.0,6284.0,29.85,11.89,30.3,29.7,30.3,-0.55,-1.81
7326,299755.0,9560.0,31.9,15.64,31.9,30.5,30.6,1.5,4.93
7908,419974.0,12016.0,34.85,20.744,35.4,34.6,35.35,0.0,0.0
7657,511156.0,21570.0,23.9,16.26,23.95,23.3,23.3,0.85,3.69
7531,41868.0,2015.0,20.8,14.05,20.85,20.7,20.7,0.3,1.46
7896,388115.0,11382.0,34.25,20.3869,34.45,33.9,34.25,0.2,0.59
7643,104311.0,4774.0,21.8,14.83,22.0,21.75,21.95,0.0,0.0
7177,46110.0,1549.0,29.75,13.05,30.05,29.55,29.8,,0.0
7042,112864.0,3878.0,29.15,11.61,29.25,28.8,28.9,-0.1,-0.34
7166,336267.0,10786.0,30.65,13.44,32.1,30.5,31.9,-1.1,-3.46
6845,119440.0,4326.0,27.45,13.01,27.75,27.45,27.6,-0.1,-0.36
7384,206345.0,6952.0,29.4,16.07,30.3,29.35,30.3,-1.1,-3.61
6844,111007.0,4018.0,27.55,13.06,27.75,27.5,27.5,-0.2,-0.72
7134,89235.0,3063.0,29.25,12.83,29.3,29.0,29.15,-0.25,-0.85
7119,148224.0,4978.0,29.9,11.91,30.0,29.35,29.4,0.55,1.87
7698,223967.0,8753.0,25.4,17.2789,26.1,25.4,25.8,-0.45,-1.74
7217,143114.0,4641.0,30.5,13.38,31.35,30.5,31.25,-0.7,-2.24
7578,35015.0,1935.0,18.05,12.2,18.25,,18.25,-0.2,-1.1
7292,100006.0,3192.0,31.3,15.34,31.95,31.0,31.75,-0.45,-1.42
7812,397632.0,14840.0,26.8,17.9866,27.1,26.2,26.25,0.65,2.49
7676,99385.0,4313.0,22.9,15.58,23.6,22.8,23.6,-0.4,-1.72
7991,462088.0,12199.0,37.6,18.7065,38.55,37.5,38.45,-0.85,-2.21
7712,508657.0,19300.0,26.0,17.6871,27.35,25.9,27.05,-0.7,-2.62
7046,79936.0,2727.0,29.2,11.63,29.5,29.2,29.4,-0.05,-0.17
7957,948355.0,24662.0,37.65,18.7313,39.4,37.65,38.55,-0.55,-1.44
7300,118212.0,3942.0,30.15,14.78,30.15,,29.95,0.0,
7620,340852.0,,,15.1,22.35,21.25,21.65,0.7,3.26
8040,176981.0,5233.0,33.95,16.8905,34.3,32.8,33.0,0.15,0.44
7659,297648.0,12751.0,23.4,15.92,23.6,23.05,23.45,-0.15,-0.64
7655,84100.0,3819.0,22.0,14.97,22.25,21.85,22.25,-0.1,-0.45
7039,183308.0,6272.0,29.25,11.65,29.45,29.05,29.3,-0.05,-0.17
7106,86792.0,2936.0,29.6,11.79,29.65,29.4,29.5,0.05,0.17
7951,640363.0,16574.0,38.8,19.3035,39.4,38.05,39.4,-0.7,-1.77
7859,277904.0,8775.0,31.55,21.1745,32.3,31.25,31.9,-0.6,-1.87
7819,563889.0,19555.0,29.0,19.4631,29.15,27.85,28.3,1.0,3.57
7719,189127.0,7313.0,25.7,17.483,26.25,25.55,25.8,0.0,0.0
7992,402216.0,10702.0,37.75,18.7811,37.95,37.2,37.85,0.15,0.4
8030,459500.0,14047.0,32.65,16.2438,33.6,32.2,32.85,-0.2,-0.61
8013,301467.0,8055.0,37.5,18.6567,37.75,37.15,37.5,0.1,0.27
7236,95182.0,3048.0,31.05,15.22,31.65,31.0,31.65,-0.35,-1.11
7944,372352.0,9972.0,37.3,22.2024,37.95,36.75,37.9,-0.55,-1.45
7704,137174.0,5568.0,24.5,16.6667,24.85,24.5,24.65,-0.1,-0.41
7683,56454.0,2454.0,22.95,15.6122,23.1,22.95,23.1,0.05,0.22
7897,679905.0,19632.0,35.0,20.8333,35.0,34.05,34.35,0.75,2.19
7385,301335.0,10438.0,28.55,15.6,29.4,28.5,29.4,-0.85,-2.89
7817,377652.0,13054.0,28.95,19.4295,29.2,28.7,29.0,-0.05,-0.17
7567,84564.0,4697.0,18.2,12.3,18.3,17.8,18.3,-0.55,-2.93
7714,158369.0,6069.0,26.05,17.7211,26.35,26.0,26.25,-0.05,-0.19
8008,300171.0,8134.0,37.0,18.408,37.15,36.5,36.75,0.7,1.93
8019,379364.0,10439.0,36.3,18.0597,36.55,36.2,36.5,-0.35,-0.95
7889,311990.0,9000.0,34.85,20.744,34.9,34.35,34.5,0.75,2.2
6990,,3834.0,27.5,10.78,27.85,27.5,27.8,-0.2,-0.72
7921,580538.0,16058.0,36.0,21.4286,36.75,35.5,35.55,1.0,2.86
7132,56687.0,1931.0,29.3,12.85,29.6,29.1,29.35,-0.1,-0.34
7382,81280.0,2678.0,30.55,16.69,30.55,30.2,30.5,0.05,
7411,92110.0,3285.0,28.05,17.0,28.2,27.95,28.1,-0.1,-0.36
8056,218138.0,6434.0,33.8,16.8159,34.05,33.8,33.95,-0.55,-1.6
7223,114555.0,3749.0,30.75,15.07,30.8,30.15,30.15,0.65,2.16
7413,68978.0,2444.0,28.3,17.15,28.3,28.05,28.1,0.25,0.89
7221,71581.0,2371.0,30.1,14.75,30.6,30.0,30.15,-0.15,-0.5
7977,433598.0,11461.0,37.8,18.806,38.2,37.35,37.75,0.6,1.61
7956,309297.0,8144.0,38.2,19.005,,37.6,37.7,0.85,2.28
7650,,9184.0,21.8,14.83,22.15,21.75,,0.45,2.11
7161,359813.0,11568.0,31.15,13.66,31.45,30.65,31.0,0.45,1.47
7168,190677.0,6172.0,31.0,13.6,31.05,30.7,31.0,-0.1,-0.32
7263,16875.0,578.0,29.1,14.26,29.4,,29.3,-0.2,-0.68
7802,124736.0,4966.0,24.95,16.745,25.4,24.95,25.2,-0.25,-0.99
7952,631412.0,16729.0,37.5,18.6567,38.5,37.35,38.45,-1.3,-3.35
6973,216024.0,7905.0,27.25,11.4,27.6,27.15,27.6,-0.35,-1.27
